vehicle_reg_no,owner_name,engine_capacity_cc,vehicle_make_model,registration_year,owner_address
ICT-4322,زینب راجہ,2000,Hyundai Tucson,2021,"238-10 Gulshan-e-Iqbal, Karachi"
AFR-1840,زینب راجہ,3300,Toyota Land Cruiser ZX,2021,"238-10 Gulshan-e-Iqbal, Karachi"
LEA-5843,Noor Awan,3300,Toyota Land Cruiser ZX,2020,"House 327, Street 30, DHA Phase 5, Lahore"
KAR-3838,Noor Awan,1500,Honda Civic RS,2017,"House 327, Street 30, DHA Phase 5, Lahore"
AFR-7159,F.Yousafzai,2700,Toyota Fortuner,2026,مکان 127 گلی 16 Gulgasht Multan
AFR-5573,F.Yousafzai,2000,Audi e-tron,2023,مکان 127 گلی 16 Gulgasht Multan
AFR-2447,F.Yousafzai,2000,Hyundai Tucson,2024,مکان 127 گلی 16 Gulgasht Multan
RIR-7271,Javeria Wazir,2700,Toyota Fortuner,2026,"188-23 North Nazimabad, Karachi"
RIR-5585,L.Gill,3300,Toyota Land Cruiser ZX,2017,مکان 320 گلی 10 Madina Town Faisalabad
RIR-8710,L.Gill,2000,Hyundai Tucson,2026,مکان 320 گلی 10 Madina Town Faisalabad
RIR-8196,Bilal Butt,1500,Honda Civic RS,2026,"House 171, Street 32, Chaklala Scheme 3, Rawalpindi"
RIR-3756,Sardar Zubair Saddozai,2000,Hyundai Tucson,2021,"House No. 369, Gali 21, University Town, Peshawar"
ICT-2406,Chaudhary Zubair Saddozai,3300,Toyota Land Cruiser ZX,2020,"House No. 369, Gali 21, University Town, Peshawar"
KAR-7911,Javeria چوہدری,3300,Toyota Land Cruiser ZX,2019,"16-22 Chaklala Scheme 3, Rawalpindi"
LEA-1530,Khalid Mehsud,1800,Toyota Corolla Altis,2020,"350-3 Wapda Town, Lahore"
KAR-9350,Khalid Mehsud,2000,Mercedes C200,2025,"350-3 Wapda Town, Lahore"
KAR-2179,Khalid Mehsud,1800,Toyota Corolla Altis,2021,"350-3 Wapda Town, Lahore"
RIR-8631,U.Shirazi,3300,Toyota Land Cruiser ZX,2018,مکان 307 گلی 8 Cantt Multan
ICT-9855,Irfan Khattak,2000,Mercedes C200,2021,"317-3 E-11/2, Islamabad"
KAR-7298,Irfan Khattak,2000,Hyundai Tucson,2022,"317-3 E-11/2, Islamabad"
KAR-9951,I. Janjua,2000,Hyundai Tucson,2025,H#304 St-38 ShahRukn-e-Alam Multan
KAR-7020,Salman Hashmi,2700,Toyota Fortuner,2025,"382-24 G-13/1, Islamabad"
KAR-4314,Salman Hashmi,2000,Hyundai Tucson,2023,"382-24 G-13/1, Islamabad"
LEA-5761,Salman Hashmi,3300,Toyota Land Cruiser ZX,2022,"382-24 G-13/1, Islamabad"
KAR-3208,Sardar Ibrahim Mehsud,1500,Honda Civic RS,2024,"House No. 196, Gali 39, F-8/3, Islamabad"
LEA-4772,Haji Ibrahim Mehsud,1500,Honda Civic RS,2019,"House No. 196, Gali 39, F-8/3, Islamabad"
AFR-4278,Syed Ibrahim Mehsud,2000,Mercedes C200,2022,"House No. 196, Gali 39, F-8/3, Islamabad"
AFR-5552,F. Warraich,2000,Audi e-tron,2019,H#264 St-30 WapdaTown Lahore
LEA-9783,K.Sandhu,2700,Toyota Prado TX,2018,مکان 47 گلی 26 Gulgasht Multan
AFR-2982,K.Sandhu,2000,Audi e-tron,2024,مکان 47 گلی 26 Gulgasht Multan
KAR-4726,حسن Khattak,1800,Toyota Corolla Altis,2021,"379-4 Peoples Colony, Faisalabad"
KAR-2594,حسن Khattak,3300,Toyota Land Cruiser ZX,2021,"379-4 Peoples Colony, Faisalabad"
ICT-3232,حسن Khattak,2000,Hyundai Tucson,2017,"379-4 Peoples Colony, Faisalabad"
KAR-8123,A. Durrani,1500,Honda Civic RS,2017,H#378 St-21 Gulbahar Peshawar
AFR-1798,A. Durrani,1500,Honda Civic RS,2017,H#378 St-21 Gulbahar Peshawar
ICT-3039,Saqib Chaudhry,2000,Mercedes C200,2024,"House 243, Street 8, Model Town, Lahore"
LEA-6072,Mustafa Dar,3300,Toyota Land Cruiser ZX,2026,"342-31 DHA Phase 5, Lahore"
RIR-3994,Mustafa Dar,2000,Hyundai Tucson,2017,"342-31 DHA Phase 5, Lahore"
ICT-9592,N.Niazi,2000,Mercedes C200,2021,مکان 286 گلی 4 Bahria Phase 4 راولپنڈی
AFR-8406,N.Niazi,2000,Hyundai Tucson,2024,مکان 286 گلی 4 Bahria Phase 4 راولپنڈی
KAR-5924,Lubna Sandhu,1800,Toyota Corolla Altis,2018,"363-29 Chaklala Scheme 3, Rawalpindi"
LEA-4649,A. Butt,1800,Toyota Corolla Altis,2022,H#377 St-18 ShahRukn-e-Alam Multan
AFR-138,I.Cheema,1800,Toyota Corolla Altis,2019,مکان 171 گلی 34 Hayatabad Phase 3 Peshawar
RIR-651,I.Cheema,1500,Honda Civic RS,2022,مکان 171 گلی 34 Hayatabad Phase 3 Peshawar
LEA-2625,I.Cheema,1500,Honda Civic RS,2022,مکان 171 گلی 34 Hayatabad Phase 3 Peshawar
LEA-8407,Babar قریشی,2700,Toyota Fortuner,2021,"287-4 Cantt, Multan"
RIR-9754,Babar قریشی,3300,Toyota Land Cruiser ZX,2025,"287-4 Cantt, Multan"
RIR-8376,Shahzad Wazir,2000,Mercedes C200,2019,"House 233, Street 25, Peoples Colony, Faisalabad"
AFR-4336,Shahzad Wazir,2000,Audi e-tron,2024,"House 233, Street 25, Peoples Colony, Faisalabad"
RIR-3812,Mansoor Awan,1800,Toyota Corolla Altis,2019,"256-23 DHA Phase 5, Lahore"
LEA-6827,Mansoor Awan,1800,Toyota Corolla Altis,2026,"256-23 DHA Phase 5, Lahore"
RIR-5342,Malik Mahnoor Hashmi,2000,Hyundai Tucson,2021,"House No. 27, Gali 10, F-8/3, Islamabad"
LEA-3945,Chaudhary Mahnoor Hashmi,1800,Toyota Corolla Altis,2026,"House No. 27, Gali 10, F-8/3, Islamabad"
RIR-2901,Haji Mahnoor Hashmi,3300,Toyota Land Cruiser ZX,2025,"House No. 27, Gali 10, F-8/3, Islamabad"
KAR-775,R. Cheema,2700,Toyota Prado TX,2022,H#101 St-10 Westridge Rawalpindi
ICT-531,R. Cheema,1800,Toyota Corolla Altis,2018,H#101 St-10 Westridge Rawalpindi
RIR-6640,R. Cheema,3300,Toyota Land Cruiser ZX,2019,H#101 St-10 Westridge Rawalpindi
RIR-2801,عمران Bukhari,2000,Hyundai Tucson,2021,"7-8 Cantt, Multan"
RIR-5381,عمران Bukhari,2000,Mercedes C200,2019,"7-8 Cantt, Multan"
RIR-6857,M. Cheema,1500,Honda Civic RS,2025,H#295 St-39 HayatabadPhase3 Peshawar
RIR-2481,Syed Hussain Awan,2000,Hyundai Tucson,2025,"House No. 150, Gali 10, North Nazimabad, Karachi"
KAR-2487,Chaudhary Hussain Awan,1800,Toyota Corolla Altis,2017,"House No. 150, Gali 10, North Nazimabad, Karachi"
ICT-5284,S. Lodhi,2000,Hyundai Tucson,2019,H#49 St-38 Gulgasht Multan
RIR-4761,H.Virk,2000,Hyundai Tucson,2017,مکان 127 گلی 5 G-13/1 اسلام آباد
AFR-5001,H.Virk,2700,Toyota Fortuner,2020,مکان 127 گلی 5 G-13/1 اسلام آباد
LEA-7923,H.Virk,1500,Honda Civic RS,2020,مکان 127 گلی 5 G-13/1 اسلام آباد
AFR-9814,Iqra Afridi,2000,Hyundai Tucson,2024,"House 374, Street 16, G-10/2, Islamabad"
ICT-9450,Haji Nadeem Yousafzai,2000,Hyundai Tucson,2020,"House No. 27, Gali 25, Satellite Town, Rawalpindi"
RIR-1602,P.Tarar,2000,Mercedes C200,2020,مکان 25 گلی 12 Chaklala Scheme 3 راولپنڈی
RIR-6425,T.Sandhu,1500,Honda Civic RS,2020,مکان 108 گلی 38 Chaklala Scheme 3 راولپنڈی
LEA-8431,T.Sandhu,2700,Toyota Prado TX,2025,مکان 108 گلی 38 Chaklala Scheme 3 راولپنڈی
AFR-4280,Amna Bukhari,1800,Toyota Corolla Altis,2023,"99-29 Cantt, Multan"
ICT-3945,Salman Gill,2700,Toyota Prado TX,2022,"329-35 North Nazimabad, Karachi"
RIR-7944,M.Sial,1800,Toyota Corolla Altis,2025,مکان 28 گلی 14 DHA Phase 6 کراچی
AFR-1017,M.Sial,2700,Toyota Fortuner,2018,مکان 28 گلی 14 DHA Phase 6 کراچی
RIR-4227,M.Sial,2700,Toyota Prado TX,2019,مکان 28 گلی 14 DHA Phase 6 کراچی
AFR-3885,A.Mughal,1500,Honda Civic RS,2020,مکان 182 گلی 37 Shah Rukn-e-Alam Multan
AFR-8744,A.Mughal,3300,Toyota Land Cruiser ZX,2022,مکان 182 گلی 37 Shah Rukn-e-Alam Multan
RIR-1517,A.Mughal,1800,Toyota Corolla Altis,2025,مکان 182 گلی 37 Shah Rukn-e-Alam Multan
RIR-5787,Owais Bhatti,2000,Audi e-tron,2018,"House 48, Street 2, Satellite Town, Rawalpindi"
RIR-3348,Owais Bhatti,1800,Toyota Corolla Altis,2026,"House 48, Street 2, Satellite Town, Rawalpindi"
KAR-7138,Owais Bhatti,2000,Audi e-tron,2023,"House 48, Street 2, Satellite Town, Rawalpindi"
RIR-6205,Haji Hassan Siddiqui,2000,Audi e-tron,2020,"House No. 39, Gali 17, I-8/4, Islamabad"
AFR-4680,Sardar Hassan Siddiqui,2700,Toyota Prado TX,2022,"House No. 39, Gali 17, I-8/4, Islamabad"
KAR-4901,Z.Wazir,1500,Honda Civic RS,2024,مکان 165 گلی 31 Gulshan-e-Iqbal کراچی
ICT-3718,H. Rizvi,1800,Toyota Corolla Altis,2024,H#130 St-24 ModelTown Lahore
AFR-2679,H. Rizvi,1800,Toyota Corolla Altis,2021,H#130 St-24 ModelTown Lahore
LEA-6743,H. Rizvi,3300,Toyota Land Cruiser ZX,2020,H#130 St-24 ModelTown Lahore
KAR-760,Sardar Hina Mehsud,2000,Mercedes C200,2022,"House No. 270, Gali 12, Madina Town, Faisalabad"
LEA-4398,N. Gondal,1800,Toyota Corolla Altis,2019,H#80 St-20 Gulgasht Multan
KAR-5524,R. Baig,2700,Toyota Prado TX,2021,H#149 St-19 NorthNazimabad Karachi
ICT-9495,M. Chaudhry,2000,Mercedes C200,2022,H#279 St-14 I-8/4 Islamabad
AFR-4320,Uzma Kazmi,2000,Audi e-tron,2021,"House 105, Street 21, F-8/3, Islamabad"
KAR-5993,K. Malik,1500,Honda Civic RS,2022,H#185 St-22 WapdaTown Lahore
RIR-3272,K. Malik,2700,Toyota Prado TX,2026,H#185 St-22 WapdaTown Lahore
AFR-2593,E. Tareen,2700,Toyota Fortuner,2020,H#241 St-7 DGround Faisalabad
ICT-1930,E. Tareen,2700,Toyota Fortuner,2020,H#241 St-7 DGround Faisalabad
AFR-7587,E. Tareen,2700,Toyota Prado TX,2021,H#241 St-7 DGround Faisalabad
KAR-8352,Atif Bukhari,3300,Toyota Land Cruiser ZX,2017,"56-3 D Ground, Faisalabad"
RIR-8354,Atif Bukhari,2000,Mercedes C200,2025,"56-3 D Ground, Faisalabad"
KAR-6493,Umar Sandhu,2000,Mercedes C200,2022,"House 233, Street 25, Gulgasht, Multan"
LEA-4472,Umar Sandhu,1800,Toyota Corolla Altis,2017,"House 233, Street 25, Gulgasht, Multan"
RIR-2153,Umar Sandhu,2700,Toyota Fortuner,2019,"House 233, Street 25, Gulgasht, Multan"
KAR-9525,Faisal Kayani,2700,Toyota Fortuner,2017,"House 324, Street 38, Madina Town, Faisalabad"
RIR-5239,Faisal Kayani,2000,Mercedes C200,2024,"House 324, Street 38, Madina Town, Faisalabad"
AFR-8825,S. Abbasi,1800,Toyota Corolla Altis,2020,H#43 St-7 Gulbahar Peshawar
ICT-7760,M. Durrani,3300,Toyota Land Cruiser ZX,2020,H#320 St-26 GulbergIII Lahore
LEA-7691,Uzma Khan,2000,Hyundai Tucson,2019,"House 18, Street 18, Madina Town, Faisalabad"
LEA-2599,Zara Malik,2000,Audi e-tron,2018,"House 242, Street 39, Gulbahar, Peshawar"
RIR-973,Zara Malik,2000,Mercedes C200,2022,"House 242, Street 39, Gulbahar, Peshawar"
RIR-238,Zara Malik,1500,Honda Civic RS,2019,"House 242, Street 39, Gulbahar, Peshawar"
LEA-5825,I. Khokhar,2000,Audi e-tron,2025,H#47 St-12 G-10/2 Islamabad
ICT-4444,Tooba Shirazi,2700,Toyota Prado TX,2020,"189-24 Bahria Phase 4, Rawalpindi"
AFR-7702,Tooba Shirazi,2700,Toyota Prado TX,2021,"189-24 Bahria Phase 4, Rawalpindi"
AFR-4744,Tooba Shirazi,2700,Toyota Prado TX,2022,"189-24 Bahria Phase 4, Rawalpindi"
ICT-8251,Rashid Khattak,2700,Toyota Fortuner,2022,"222-8 Cantt, Multan"
ICT-2007,Rashid Khattak,2700,Toyota Prado TX,2021,"222-8 Cantt, Multan"
RIR-8918,Rashid Khattak,2700,Toyota Fortuner,2018,"222-8 Cantt, Multan"
AFR-9905,Adnan Warraich,1800,Toyota Corolla Altis,2018,"140-1 Chaklala Scheme 3, Rawalpindi"
KAR-9317,Adnan Warraich,3300,Toyota Land Cruiser ZX,2018,"140-1 Chaklala Scheme 3, Rawalpindi"
AFR-4554,Waseem Mirza,1500,Honda Civic RS,2019,"172-30 G-13/1, Islamabad"
LEA-602,Rana Talha Awan,2000,Hyundai Tucson,2022,"House No. 16, Gali 14, DHA Phase 5, Lahore"
LEA-381,Chaudhary Junaid Niazi,2000,Hyundai Tucson,2017,"House No. 133, Gali 24, Satellite Town, Rawalpindi"
AFR-6185,N. Joiya,1800,Toyota Corolla Altis,2019,H#127 St-16 DGround Faisalabad
KAR-9662,N. Joiya,2700,Toyota Fortuner,2026,H#127 St-16 DGround Faisalabad
ICT-7481,Kinza Yousafzai,2700,Toyota Prado TX,2025,"166-11 Bahria Phase 4, Rawalpindi"
RIR-8730,Chaudhary Tooba Tarar,1500,Honda Civic RS,2019,"House No. 234, Gali 18, Johar Town, Lahore"
RIR-3391,Mian Tooba Tarar,1500,Honda Civic RS,2018,"House No. 234, Gali 18, Johar Town, Lahore"
ICT-975,Mian Tooba Tarar,2000,Audi e-tron,2021,"House No. 234, Gali 18, Johar Town, Lahore"
LEA-5316,Bushra Kazmi,1800,Toyota Corolla Altis,2026,"265-8 D Ground, Faisalabad"
RIR-4345,Bushra Kazmi,1800,Toyota Corolla Altis,2023,"265-8 D Ground, Faisalabad"
ICT-8652,B. Qureshi,1800,Toyota Corolla Altis,2025,H#391 St-34 ShahRukn-e-Alam Multan
AFR-7872,B. Qureshi,2000,Audi e-tron,2019,H#391 St-34 ShahRukn-e-Alam Multan
LEA-5339,M. Kazmi,3300,Toyota Land Cruiser ZX,2019,H#262 St-13 Westridge Rawalpindi
RIR-6797,Sardar Kamran Warraich,2000,Mercedes C200,2022,"House No. 379, Gali 38, B-17, Islamabad"
ICT-2113,Syed Kamran Warraich,2700,Toyota Fortuner,2019,"House No. 379, Gali 38, B-17, Islamabad"
AFR-7571,Malik Kamran Warraich,2700,Toyota Fortuner,2020,"House No. 379, Gali 38, B-17, Islamabad"
KAR-6095,فاطمہ Kayani,2700,Toyota Fortuner,2020,"7-7 DHA Phase 5, Lahore"
ICT-7495,فاطمہ Kayani,1800,Toyota Corolla Altis,2022,"7-7 DHA Phase 5, Lahore"
LEA-5946,فاطمہ Kayani,1800,Toyota Corolla Altis,2025,"7-7 DHA Phase 5, Lahore"
ICT-7632,M.Naqvi,2000,Hyundai Tucson,2024,مکان 102 گلی 32 Westridge راولپنڈی
RIR-5884,M.Naqvi,2000,Audi e-tron,2021,مکان 102 گلی 32 Westridge راولپنڈی
LEA-6635,Haji Bushra Siddiqui,2000,Mercedes C200,2022,"House No. 97, Gali 12, Cantt, Multan"
KAR-9848,Mian Bushra Siddiqui,2700,Toyota Prado TX,2025,"House No. 97, Gali 12, Cantt, Multan"
RIR-2659,Mian Bushra Siddiqui,1500,Honda Civic RS,2026,"House No. 97, Gali 12, Cantt, Multan"
AFR-698,F. Mehsud,2000,Hyundai Tucson,2017,H#34 St-37 DGround Faisalabad
AFR-8822,F. Mehsud,2000,Mercedes C200,2022,H#34 St-37 DGround Faisalabad
RIR-223,F. Mehsud,2700,Toyota Fortuner,2022,H#34 St-37 DGround Faisalabad
LEA-351,Zara Zaidi,2700,Toyota Prado TX,2025,"170-13 Wapda Town, Lahore"
AFR-1884,Zara Zaidi,2700,Toyota Prado TX,2017,"170-13 Wapda Town, Lahore"
AFR-5959,Zara Zaidi,2700,Toyota Fortuner,2026,"170-13 Wapda Town, Lahore"
ICT-9470,Iqra Shirazi,3300,Toyota Land Cruiser ZX,2019,"331-13 Peoples Colony, Faisalabad"
AFR-3912,Iqra Shirazi,2700,Toyota Fortuner,2024,"331-13 Peoples Colony, Faisalabad"
LEA-4787,Iqra Shirazi,2700,Toyota Fortuner,2026,"331-13 Peoples Colony, Faisalabad"
ICT-2144,Noor Joiya,2000,Audi e-tron,2021,"56-18 University Town, Peshawar"
KAR-8741,S.Tarar,1500,Honda Civic RS,2019,مکان 253 گلی 26 DHA Phase 5 لاہور
KAR-6093,Syed Ahmed Sandhu,2000,Audi e-tron,2017,"House No. 204, Gali 14, Peoples Colony, Faisalabad"
AFR-1025,Sardar Laiba Virk,2000,Mercedes C200,2021,"House No. 381, Gali 14, Hayatabad Phase 3, Peshawar"
AFR-4931,Danish Ansari,1800,Toyota Corolla Altis,2019,"House 106, Street 32, University Town, Peshawar"
ICT-4375,Nadia Kazmi,2000,Mercedes C200,2026,"House 267, Street 7, Peoples Colony, Faisalabad"
RIR-470,Nadia Kazmi,2700,Toyota Prado TX,2021,"House 267, Street 7, Peoples Colony, Faisalabad"
ICT-9805,Nadia Kazmi,1800,Toyota Corolla Altis,2021,"House 267, Street 7, Peoples Colony, Faisalabad"
LEA-9610,Haji Farhan Bangash,2000,Hyundai Tucson,2021,"House No. 251, Gali 8, University Town, Peshawar"
LEA-5200,Chaudhary Farhan Bangash,3300,Toyota Land Cruiser ZX,2026,"House No. 251, Gali 8, University Town, Peshawar"
KAR-8225,Malik Kinza Butt,2700,Toyota Prado TX,2017,"House No. 244, Gali 17, Clifton Block 2, Karachi"
AFR-7277,N. Rizvi,2000,Hyundai Tucson,2018,H#324 St-5 DGround Faisalabad
ICT-2094,N. Rizvi,3300,Toyota Land Cruiser ZX,2017,H#324 St-5 DGround Faisalabad
ICT-5487,N. Rizvi,2000,Audi e-tron,2023,H#324 St-5 DGround Faisalabad
KAR-4189,Tariq Cheema,2700,Toyota Prado TX,2023,"House 333, Street 37, Bahria Phase 4, Rawalpindi"
RIR-6416,Junaid Lodhi,2000,Audi e-tron,2022,"House 357, Street 23, E-11/2, Islamabad"
RIR-6250,Junaid Lodhi,1500,Honda Civic RS,2024,"House 357, Street 23, E-11/2, Islamabad"
KAR-9313,Junaid Lodhi,1800,Toyota Corolla Altis,2022,"House 357, Street 23, E-11/2, Islamabad"
KAR-7613,R. Khattak,2000,Audi e-tron,2026,H#134 St-11 GulbergIII Lahore
AFR-818,Hina Durrani,1800,Toyota Corolla Altis,2019,"313-4 Westridge, Rawalpindi"
LEA-7445,Tariq Malik,2000,Hyundai Tucson,2023,"House 388, Street 27, Peoples Colony, Faisalabad"
AFR-9662,Tariq Malik,2700,Toyota Prado TX,2025,"House 388, Street 27, Peoples Colony, Faisalabad"
ICT-7052,Tariq Malik,2700,Toyota Fortuner,2018,"House 388, Street 27, Peoples Colony, Faisalabad"
ICT-1839,Mian Tariq Mughal,2000,Mercedes C200,2022,"House No. 393, Gali 40, North Nazimabad, Karachi"
RIR-1857,Hafsa Kakar,2000,Audi e-tron,2018,"House 207, Street 37, Westridge, Rawalpindi"
KAR-5789,Hafsa Kakar,3300,Toyota Land Cruiser ZX,2023,"House 207, Street 37, Westridge, Rawalpindi"
RIR-574,Talha Shirazi,1800,Toyota Corolla Altis,2018,"House 344, Street 39, Chaklala Scheme 3, Rawalpindi"
LEA-5532,Talha Shirazi,2700,Toyota Prado TX,2020,"House 344, Street 39, Chaklala Scheme 3, Rawalpindi"
ICT-8057,Sardar Sufyan Tarar,2000,Mercedes C200,2023,"House No. 111, Gali 1, Cantt, Multan"
ICT-9591,Qasim Siddiqui,2000,Audi e-tron,2020,"House 230, Street 5, Bahria Phase 4, Rawalpindi"
AFR-7632,Syed Qasim Malik,3300,Toyota Land Cruiser ZX,2017,"House No. 294, Gali 29, Johar Town, Lahore"
RIR-4952,Haji Qasim Malik,3300,Toyota Land Cruiser ZX,2023,"House No. 294, Gali 29, Johar Town, Lahore"
ICT-1943,Z. Rizvi,2700,Toyota Fortuner,2019,H#338 St-11 SatelliteTown Rawalpindi
LEA-2863,Z. Rizvi,1800,Toyota Corolla Altis,2019,H#338 St-11 SatelliteTown Rawalpindi
ICT-8949,Danish Rizvi,2700,Toyota Fortuner,2024,"House 1, Street 26, Wapda Town, Lahore"
ICT-6252,Danish Rizvi,2700,Toyota Fortuner,2022,"House 1, Street 26, Wapda Town, Lahore"
LEA-2228,Arsalan Sandhu,1500,Honda Civic RS,2017,"House 196, Street 40, University Town, Peshawar"
AFR-4267,Anas Awan,2700,Toyota Prado TX,2018,"262-22 Gulshan-e-Iqbal, Karachi"
KAR-2167,Gul Zaidi,2700,Toyota Prado TX,2019,"321-34 Shah Rukn-e-Alam, Multan"
LEA-2930,Danish Sheikh,2000,Audi e-tron,2017,"House 342, Street 30, North Nazimabad, Karachi"
AFR-4589,Danish Sheikh,2700,Toyota Fortuner,2024,"House 342, Street 30, North Nazimabad, Karachi"
LEA-9717,Danish Sheikh,2000,Mercedes C200,2024,"House 342, Street 30, North Nazimabad, Karachi"
KAR-5945,F. Niazi,2000,Audi e-tron,2022,H#83 St-8 PeoplesColony Faisalabad
ICT-1723,F. Niazi,2000,Mercedes C200,2024,H#83 St-8 PeoplesColony Faisalabad
LEA-6557,F. Niazi,1500,Honda Civic RS,2024,H#83 St-8 PeoplesColony Faisalabad
RIR-9409,Laiba Rajput,2000,Audi e-tron,2024,"93-13 Cantt, Multan"
ICT-3363,Laiba Rajput,1800,Toyota Corolla Altis,2021,"93-13 Cantt, Multan"
RIR-3150,G.Bukhari,1500,Honda Civic RS,2026,مکان 341 گلی 4 Shah Rukn-e-Alam Multan
AFR-5806,G.Bukhari,2000,Hyundai Tucson,2021,مکان 341 گلی 4 Shah Rukn-e-Alam Multan
LEA-3321,G.Bukhari,2000,Mercedes C200,2022,مکان 341 گلی 4 Shah Rukn-e-Alam Multan
KAR-9139,Yasir Awan,1500,Honda Civic RS,2026,"House 294, Street 15, G-13/1, Islamabad"
RIR-4407,Yasir Awan,2700,Toyota Fortuner,2019,"House 294, Street 15, G-13/1, Islamabad"
LEA-3018,Wajahat Bhatti,3300,Toyota Land Cruiser ZX,2019,"House 202, Street 25, Peoples Colony, Faisalabad"
LEA-4102,H.Ansari,3300,Toyota Land Cruiser ZX,2023,مکان 78 گلی 19 F-8/3 اسلام آباد
AFR-940,Mehwish Sandhu,2000,Hyundai Tucson,2018,"148-4 Clifton Block 2, Karachi"
ICT-7767,Mehwish Sandhu,2000,Audi e-tron,2026,"148-4 Clifton Block 2, Karachi"
RIR-8490,Mehwish Sandhu,2000,Mercedes C200,2023,"148-4 Clifton Block 2, Karachi"
LEA-3585,Gul Bangash,2000,Hyundai Tucson,2022,"4-12 Gulbahar, Peshawar"
AFR-7525,Malik Khadija Kazmi,2000,Mercedes C200,2022,"House No. 275, Gali 24, DHA Phase 6, Karachi"
ICT-4345,Malik Khadija Kazmi,2700,Toyota Fortuner,2019,"House No. 275, Gali 24, DHA Phase 6, Karachi"
LEA-2924,Waqas Kakar,2000,Hyundai Tucson,2019,"House 110, Street 4, Gulberg III, Lahore"
KAR-527,B.Gill,2000,Mercedes C200,2026,مکان 114 گلی 36 Gulgasht Multan
AFR-7678,B.Gill,2000,Hyundai Tucson,2024,مکان 114 گلی 36 Gulgasht Multan
ICT-7594,B.Gill,2000,Hyundai Tucson,2022,مکان 114 گلی 36 Gulgasht Multan
ICT-4658,Syed Zeeshan Sheikh,2000,Hyundai Tucson,2023,"House No. 71, Gali 2, Clifton Block 2, Karachi"
AFR-2412,Mian Zeeshan Sheikh,1500,Honda Civic RS,2021,"House No. 71, Gali 2, Clifton Block 2, Karachi"
ICT-1351,Malik Zeeshan Sheikh,1500,Honda Civic RS,2025,"House No. 71, Gali 2, Clifton Block 2, Karachi"
AFR-2879,Haji Atif Malik,2000,Audi e-tron,2026,"House No. 130, Gali 27, Bahria Phase 4, Rawalpindi"
KAR-6538,Sardar Atif Malik,2000,Mercedes C200,2025,"House No. 130, Gali 27, Bahria Phase 4, Rawalpindi"
RIR-5852,Mian Atif Malik,2700,Toyota Fortuner,2022,"House No. 130, Gali 27, Bahria Phase 4, Rawalpindi"
ICT-6570,H. Joiya,1500,Honda Civic RS,2020,H#212 St-17 Gulbahar Peshawar
LEA-4837,M. Orakzai,2700,Toyota Fortuner,2026,H#202 St-35 ModelTown Lahore
LEA-6647,M. Orakzai,3300,Toyota Land Cruiser ZX,2025,H#202 St-35 ModelTown Lahore
RIR-6426,M. Orakzai,2000,Mercedes C200,2020,H#202 St-35 ModelTown Lahore
LEA-3894,Haris Sial,1800,Toyota Corolla Altis,2024,"House 172, Street 17, Clifton Block 2, Karachi"
ICT-8625,Saad Mehsud,2700,Toyota Fortuner,2019,"House 199, Street 12, G-10/2, Islamabad"
RIR-380,Saad Mehsud,1800,Toyota Corolla Altis,2020,"House 199, Street 12, G-10/2, Islamabad"
AFR-4602,Sardar Anas Saddozai,2700,Toyota Prado TX,2023,"House No. 30, Gali 15, Peoples Colony, Faisalabad"
LEA-768,Sardar Anas Saddozai,2000,Mercedes C200,2018,"House No. 30, Gali 15, Peoples Colony, Faisalabad"
KAR-8563,F. Gondal,2700,Toyota Fortuner,2025,H#237 St-39 JoharTown Lahore
ICT-6884,M. Rajput,1500,Honda Civic RS,2017,H#49 St-3 NorthNazimabad Karachi
ICT-5293,M. Rajput,1800,Toyota Corolla Altis,2025,H#49 St-3 NorthNazimabad Karachi
AFR-7702,M. Rajput,1800,Toyota Corolla Altis,2020,H#49 St-3 NorthNazimabad Karachi
LEA-5540,N. Siddiqui,2700,Toyota Prado TX,2023,H#215 St-38 WapdaTown Lahore
ICT-2177,N. Siddiqui,2000,Mercedes C200,2026,H#215 St-38 WapdaTown Lahore
RIR-2673,N. Siddiqui,2000,Audi e-tron,2021,H#215 St-38 WapdaTown Lahore
AFR-6187,Mian Kamran Khan,1500,Honda Civic RS,2025,"House No. 235, Gali 20, D Ground, Faisalabad"
ICT-4446,Mian Kamran Khan,2000,Audi e-tron,2026,"House No. 235, Gali 20, D Ground, Faisalabad"
AFR-6396,Mian Kamran Khan,2000,Hyundai Tucson,2019,"House No. 235, Gali 20, D Ground, Faisalabad"
ICT-9146,Malik Faisal Zaidi,1500,Honda Civic RS,2018,"House No. 285, Gali 13, D Ground, Faisalabad"
KAR-522,B. Khan,2000,Mercedes C200,2019,H#109 St-3 G-10/2 Islamabad
AFR-1780,Chaudhary Imran Orakzai,2700,Toyota Prado TX,2017,"House No. 119, Gali 18, G-10/2, Islamabad"
ICT-3677,Syed Imran Orakzai,2700,Toyota Fortuner,2017,"House No. 119, Gali 18, G-10/2, Islamabad"
ICT-8043,Zeeshan Mehsud,1500,Honda Civic RS,2024,"167-11 Wapda Town, Lahore"
KAR-4154,Zeeshan Mehsud,1800,Toyota Corolla Altis,2023,"167-11 Wapda Town, Lahore"
KAR-3656,S.Gondal,1800,Toyota Corolla Altis,2021,مکان 70 گلی 38 Westridge راولپنڈی
RIR-3325,S.Gondal,1500,Honda Civic RS,2021,مکان 70 گلی 38 Westridge راولپنڈی
