registry_no,buyer_name,seller_name,property_address,property_value_pkr,transfer_date,area_marla,property_type
REG-280802,Farhan Bukhari,Mubashir Bukhari,"House 42, Street 4, DHA Phase 6, Karachi",63487800,2024-06-12,20,Apartment
REG-362620,Farhan Bukhari,Zara Wazir,"House 2, Street 18, Gulshan-e-Iqbal, Karachi",21655950,2021-01-02,5,Apartment
REG-698518,Sana Warraich,Kinza Warraich,"House 228, Street 8, Johar Town, Lahore",40155460,2022-04-02,20,Residential Plot
REG-951000,Sana Warraich,Kinza Warraich,"House 168, Street 25, DHA Phase 5, Lahore",20741434,2023-05-28,7,Residential House
REG-767295,Zara Yousafzai,Ehsan Yousafzai,"House 284, Street 38, Shah Rukn-e-Alam, Multan",256476440,2025-04-20,40,Residential House
REG-199793,Zara Yousafzai,Taimoor Khattak,"House 167, Street 29, Gulgasht, Multan",76740040,2021-01-22,40,Apartment
REG-858488,N.Naqvi,Yasir Naqvi,"House 140, Street 13, Clifton Block 2, Karachi",20518575,2021-10-25,5,Commercial Plaza
REG-396496,Syed Kamran Qureshi,Taimoor Qureshi,"House 79, Street 7, Gulbahar, Peshawar",280635440,2021-12-14,40,Commercial Plaza
REG-806198,Sardar Kamran Qureshi,Taimoor Qureshi,"House 263, Street 8, University Town, Peshawar",281782560,2025-05-23,80,Residential Plot
REG-933034,Mansoor Shirazi,Luqman Bhatti,"House 308, Street 28, Gulgasht, Multan",13968829,2024-07-01,7,Residential House
REG-509740,Mansoor Shirazi,Shahzad Shirazi,"House 356, Street 15, Cantt, Multan",48980834,2021-01-27,7,Residential House
REG-946068,S.Gondal,Umar Gondal,"House 99, Street 11, Chaklala Scheme 3, Rawalpindi",11240295,2022-03-09,5,Farmhouse
REG-229651,N. Janjua,Shoaib Bhatti,"House 322, Street 8, DHA Phase 6, Karachi",54142540,2022-04-11,10,Farmhouse
REG-161522,N. Janjua,Gul Niazi,"House 229, Street 22, DHA Phase 6, Karachi",31453765,2023-09-19,5,Residential House
REG-126884,Sajid Abbasi,Madiha Abbasi,"House 314, Street 8, Gulberg III, Lahore",21518455,2025-07-13,5,Residential Plot
REG-285730,Rehan Naqvi,Shoaib Raja,"House 6, Street 7, D Ground, Faisalabad",353585360,2025-01-07,80,Residential House
REG-162985,T.Qureshi,Naveed Qureshi,"House 213, Street 6, D Ground, Faisalabad",525247040,2022-01-04,80,Apartment
REG-598886,Rana Irfan Kayani,Uzma Kayani,"House 224, Street 22, Shah Rukn-e-Alam, Multan",51315593,2021-10-24,7,Farmhouse
REG-305951,Mian Irfan Kayani,Wajahat Bukhari,"House 38, Street 2, Gulgasht, Multan",69572340,2025-04-03,20,Residential House
REG-300446,Pervez Yousafzai,Jawad Yousafzai,"House 235, Street 21, Westridge, Rawalpindi",50541360,2024-08-04,20,Residential House
REG-788478,N.Durrani,Uzma Durrani,"House 282, Street 25, Gulgasht, Multan",45561960,2022-02-06,10,Residential Plot
REG-938088,Mian Zara Naqvi,Bushra Naqvi,"House 87, Street 38, Chaklala Scheme 3, Rawalpindi",108697800,2024-05-23,20,Apartment
REG-932469,F. Janjua,Luqman Janjua,"House 184, Street 11, Gulberg III, Lahore",30925321,2021-09-08,7,Apartment
REG-417442,F. Janjua,Luqman Janjua,"House 370, Street 3, Wapda Town, Lahore",436955840,2025-08-06,80,Residential House
REG-584813,Bilal Tarar,Ehsan Bhatti,"House 75, Street 35, Madina Town, Faisalabad",13922760,2021-04-13,5,Residential House
REG-288394,Bilal Tarar,Javeria Tarar,"House 202, Street 39, D Ground, Faisalabad",326428800,2022-01-11,80,Residential Plot
REG-833307,Kashif Warraich,Gul Warraich,"House 39, Street 17, Gulshan-e-Iqbal, Karachi",53834704,2024-10-15,7,Farmhouse
REG-307469,K. Shirazi,Noor Shirazi,"House 269, Street 28, Wapda Town, Lahore",15661615,2025-04-10,5,Residential House
REG-706132,K. Shirazi,Noor Shirazi,"House 284, Street 31, Johar Town, Lahore",19169825,2021-06-23,5,Farmhouse
REG-989396,H.Siddiqui,Rida Siddiqui,"House 225, Street 28, Hayatabad Phase 3, Peshawar",139333700,2021-01-01,20,Residential House
REG-352467,فاطمہ Niazi,Rida Niazi,"House 316, Street 31, G-10/2, Islamabad",30895032,2025-08-27,7,Residential House
REG-564019,فاطمہ Niazi,Rida Niazi,"House 142, Street 11, B-17, Islamabad",39763682,2024-07-15,7,Farmhouse
REG-969908,عائشہ Naqvi,Danish Naqvi,"House 95, Street 2, Clifton Block 2, Karachi",467791280,2024-04-21,80,Apartment
REG-302142,عائشہ Naqvi,Danish Naqvi,"House 362, Street 2, North Nazimabad, Karachi",68428300,2024-02-13,20,Farmhouse
REG-878297,Sardar Nasir Yousafzai,Babar Yousafzai,"House 268, Street 26, Bahria Phase 4, Rawalpindi",67825190,2022-07-13,10,Commercial Plaza
REG-359209,Chaudhary Nasir Yousafzai,Babar Yousafzai,"House 192, Street 33, Westridge, Rawalpindi",188718040,2022-07-16,40,Commercial Plaza
REG-810777,M.Sial,Atif Rajput,"House 221, Street 21, University Town, Peshawar",84873320,2021-12-12,10,Residential House
REG-206103,M.Sial,Rida Sial,"House 174, Street 22, University Town, Peshawar",49699740,2021-10-10,10,Farmhouse
REG-923485,Sardar Laiba Malik,Zubair Malik,"House 281, Street 8, Johar Town, Lahore",103363120,2022-07-24,40,Commercial Plaza
REG-290406,L.Khattak,Luqman Khattak,"House 70, Street 40, DHA Phase 6, Karachi",67305520,2025-11-20,20,Apartment
REG-602293,Asad Orakzai,Noman Orakzai,"House 107, Street 12, North Nazimabad, Karachi",20399115,2021-06-28,5,Residential Plot
REG-430888,Asad Orakzai,Noman Yousafzai,"House 181, Street 13, Clifton Block 2, Karachi",15093095,2022-03-25,5,Farmhouse
REG-907208,T. Cheema,Madiha Cheema,"House 49, Street 30, G-13/1, Islamabad",88079680,2023-12-05,20,Commercial Plaza
REG-606291,K. Orakzai,Imran Baig,"House 316, Street 33, D Ground, Faisalabad",57758480,2024-02-28,20,Commercial Plaza
REG-950214,K. Orakzai,Wajahat Yousafzai,"House 297, Street 27, Madina Town, Faisalabad",137319640,2023-02-28,40,Commercial Plaza
REG-674468,Yousuf Tareen,Noman Tareen,"House 54, Street 28, D Ground, Faisalabad",64829100,2025-05-30,20,Residential House
REG-992147,Yousuf Tareen,Noman Tareen,"House 101, Street 30, D Ground, Faisalabad",130156240,2022-11-07,20,Residential House
REG-349629,Kashif Mughal,Yousuf Mughal,"House 330, Street 31, Peoples Colony, Faisalabad",32745055,2024-06-13,5,Commercial Plaza
REG-794216,A. Chaudhry,Farah Chaudhry,"House 260, Street 28, Gulberg III, Lahore",123295720,2024-09-24,20,Farmhouse
REG-795221,A. Yousafzai,Irfan Yousafzai,"House 325, Street 28, E-11/2, Islamabad",240402960,2022-05-26,40,Farmhouse
REG-647940,L. Khokhar,Zafar Khokhar,"House 17, Street 2, Clifton Block 2, Karachi",36954764,2022-06-06,7,Apartment
REG-947416,L. Khokhar,Zafar Khokhar,"House 388, Street 25, North Nazimabad, Karachi",231141640,2024-08-13,40,Commercial Plaza
REG-875456,Usman Mughal,Wajahat Virk,"House 314, Street 40, Gulgasht, Multan",36805130,2023-06-23,10,Farmhouse
REG-838566,Usman Mughal,Ehsan Bhatti,"House 105, Street 14, Cantt, Multan",460009760,2024-06-18,80,Farmhouse
REG-494448,M. Mughal,Imran Mughal,"House 267, Street 32, Gulberg III, Lahore",634833280,2025-02-15,80,Farmhouse
REG-323652,M. Mughal,Imran Mughal,"House 158, Street 23, DHA Phase 5, Lahore",681276480,2021-01-09,80,Farmhouse
REG-821970,F. Malik,Asad Malik,"House 29, Street 5, Chaklala Scheme 3, Rawalpindi",71935140,2023-05-01,10,Commercial Plaza
REG-683508,L.Raja,Danish Raja,"House 316, Street 35, Gulberg III, Lahore",420958400,2021-07-13,80,Residential House
REG-358431,Mian Tooba Rajput,Rashid Rajput,"House 371, Street 35, Peoples Colony, Faisalabad",304383200,2021-05-25,40,Apartment
REG-981697,S. Siddiqui,Sana Wazir,"House 365, Street 29, Shah Rukn-e-Alam, Multan",40422240,2022-03-18,5,Commercial Plaza
REG-303965,S. Siddiqui,Obaid Zaidi,"House 211, Street 21, Cantt, Multan",15127189,2022-07-03,7,Apartment
REG-741173,Z.Raja,Taimoor Raja,"House 294, Street 27, DHA Phase 6, Karachi",70303040,2022-11-16,10,Farmhouse
REG-283413,Z.Raja,Taimoor Raja,"House 240, Street 36, North Nazimabad, Karachi",157895300,2023-05-18,20,Commercial Plaza
REG-107169,N.Awan,Talha Awan,"House 253, Street 32, Wapda Town, Lahore",49759320,2022-01-03,10,Residential House
REG-223597,N.Awan,Fatima Gilani,"House 126, Street 26, Wapda Town, Lahore",48888780,2022-10-02,10,Residential House
REG-206404,F. Yousafzai,Nadia Yousafzai,"House 177, Street 20, Cantt, Multan",44450980,2021-05-12,7,Apartment
REG-248088,Javeria Wazir,Ali Wazir,"House 172, Street 21, North Nazimabad, Karachi",640131760,2022-08-03,80,Farmhouse
REG-396652,Javeria Wazir,Mubashir Sheikh,"House 85, Street 26, North Nazimabad, Karachi",154743480,2025-02-02,40,Commercial Plaza
REG-713461,L. Gill,Ghulam Dar,"House 275, Street 17, Madina Town, Faisalabad",43134903,2022-11-21,7,Residential House
REG-121997,Sardar Bilal Butt,Ali Butt,"House 92, Street 34, Westridge, Rawalpindi",30286225,2023-11-22,5,Apartment
REG-112455,Zubair Saddozai,Laiba Saddozai,"House 129, Street 3, Hayatabad Phase 3, Peshawar",319836160,2024-10-29,40,Residential Plot
REG-206134,J.Chaudhry,Ghulam Chaudhry,"House 266, Street 36, Bahria Phase 4, Rawalpindi",514707440,2025-07-08,80,Apartment
REG-223941,Chaudhary Khalid Mehsud,Khalid Mehsud,"House 119, Street 8, Johar Town, Lahore",27470142,2022-01-27,7,Residential Plot
REG-646730,Sardar Khalid Mehsud,Khalid Mehsud,"House 234, Street 34, Gulberg III, Lahore",36937166,2023-02-04,7,Apartment
REG-267720,Ubaid Shirazi,Uzma Khokhar,"House 231, Street 6, Cantt, Multan",21198670,2023-01-25,5,Farmhouse
REG-321571,Ubaid Shirazi,Adnan Sandhu,"House 169, Street 24, Gulgasht, Multan",126509420,2024-10-05,20,Commercial Plaza
REG-729752,I. Khattak,Mustafa Khattak,"House 304, Street 33, I-8/4, Islamabad",13475168,2023-01-14,7,Residential Plot
REG-409571,Irfan Janjua,Faisal Janjua,"House 164, Street 27, Cantt, Multan",159975060,2025-07-13,20,Residential Plot
REG-653604,S.Hashmi,Waseem Hashmi,"House 9, Street 34, G-10/2, Islamabad",160414960,2022-11-14,40,Farmhouse
REG-616108,S.Hashmi,Waseem Hashmi,"House 194, Street 24, G-10/2, Islamabad",83283860,2022-12-18,10,Residential House
REG-891098,I. Mehsud,Anas Mehsud,"House 130, Street 19, E-11/2, Islamabad",222802800,2021-10-30,40,Farmhouse
REG-514297,I. Mehsud,Anas Mehsud,"House 250, Street 15, G-10/2, Islamabad",168263480,2024-03-05,40,Farmhouse
REG-144121,Fahad Warraich,Pervez Warraich,"House 298, Street 15, Johar Town, Lahore",30350705,2024-05-04,5,Residential Plot
REG-949089,Syed Kinza Sandhu,Sajid Sandhu,"House 203, Street 39, Cantt, Multan",439876480,2025-02-06,80,Farmhouse
REG-374633,Malik Hassan Khattak,Ali Khattak,"House 376, Street 14, Madina Town, Faisalabad",138661560,2023-08-13,40,Residential House
REG-446416,Sardar Amna Durrani,Laiba Durrani,"House 27, Street 31, Gulbahar, Peshawar",125975400,2024-02-25,20,Apartment
REG-981424,S.Chaudhry,Waseem Awan,"House 86, Street 14, Wapda Town, Lahore",11095270,2025-03-03,5,Residential Plot
REG-417634,S.Chaudhry,Noor Joiya,"House 257, Street 15, Model Town, Lahore",76993940,2023-01-22,20,Commercial Plaza
REG-423728,M. Dar,Nimra Dar,"House 324, Street 2, Wapda Town, Lahore",52691849,2021-08-03,7,Residential House
REG-422284,Mian Nasir Niazi,Anas Niazi,"House 373, Street 37, Chaklala Scheme 3, Rawalpindi",24369475,2022-06-21,5,Residential House
REG-834414,Mian Lubna Sandhu,Noman Sandhu,"House 120, Street 37, Chaklala Scheme 3, Rawalpindi",37437350,2025-10-30,10,Farmhouse
REG-240396,A.Butt,Zainab Butt,"House 378, Street 4, Gulgasht, Multan",181340960,2025-04-04,80,Residential House
REG-180946,Ibrahim Cheema,Arsalan Cheema,"House 101, Street 1, University Town, Peshawar",266686880,2024-11-11,40,Residential House
REG-519940,Ibrahim Cheema,Sufyan Khokhar,"House 102, Street 25, University Town, Peshawar",156396000,2024-12-06,80,Apartment
REG-617810,B. Qureshi,Kamran Qureshi,"House 271, Street 17, Shah Rukn-e-Alam, Multan",41043863,2024-08-13,7,Residential House
REG-523249,S.Wazir,Muhammad Khattak,"House 263, Street 7, Peoples Colony, Faisalabad",228573760,2024-06-05,80,Residential House
REG-215407,Mansoor Awan,Amna Awan,"House 81, Street 17, Gulberg III, Lahore",171074400,2023-11-18,80,Farmhouse
REG-988454,Mansoor Awan,Zafar Bukhari,"House 274, Street 8, Gulberg III, Lahore",72124880,2023-06-18,20,Residential Plot
REG-786375,Mahnoor Hashmi,Kamran Hashmi,"House 285, Street 18, G-13/1, Islamabad",141188200,2025-02-16,20,Apartment
REG-113545,Rashid Cheema,Faisal Cheema,"House 77, Street 38, Chaklala Scheme 3, Rawalpindi",39435697,2023-01-27,7,Residential Plot
REG-202564,Rashid Cheema,Rashid Gill,"House 29, Street 21, Bahria Phase 4, Rawalpindi",159568560,2021-11-22,40,Residential House
REG-611202,I. Bukhari,Kashif Rajput,"House 325, Street 38, Cantt, Multan",16839018,2023-12-31,7,Apartment
REG-719191,Haji Madiha Cheema,Amna Chaudhry,"House 147, Street 13, Gulbahar, Peshawar",56731836,2023-06-23,7,Apartment
REG-405470,Malik Madiha Cheema,Javeria Cheema,"House 145, Street 36, Hayatabad Phase 3, Peshawar",319790640,2021-12-14,40,Residential Plot
REG-781399,H.Awan,Amna Awan,"House 310, Street 29, Clifton Block 2, Karachi",593207200,2024-06-13,80,Commercial Plaza
REG-484211,H.Awan,Amna Awan,"House 295, Street 20, Clifton Block 2, Karachi",42318416,2025-07-16,7,Apartment
REG-415295,S.Lodhi,Zafar Lodhi,"House 30, Street 6, Shah Rukn-e-Alam, Multan",333305080,2021-05-31,40,Apartment
REG-270079,S.Lodhi,Zafar Lodhi,"House 370, Street 27, Cantt, Multan",21388830,2026-02-28,10,Residential House
REG-952881,Chaudhary Hina Virk,Hassan Warraich,"House 95, Street 33, F-8/3, Islamabad",33144535,2026-01-14,5,Commercial Plaza
REG-911025,I. Afridi,Zainab Shirazi,"House 251, Street 33, G-10/2, Islamabad",147417720,2022-03-05,20,Residential House
REG-433117,I. Afridi,Salman Afridi,"House 396, Street 1, B-17, Islamabad",49402199,2024-02-18,7,Residential Plot
REG-114952,N. Yousafzai,Ali Yousafzai,"House 276, Street 12, Chaklala Scheme 3, Rawalpindi",224844640,2021-08-09,40,Farmhouse
REG-900157,P. Tarar,Madiha Tarar,"House 157, Street 25, Bahria Phase 4, Rawalpindi",363480800,2021-08-02,80,Commercial Plaza
REG-899991,Tariq Sandhu,Laiba Sandhu,"House 232, Street 11, Satellite Town, Rawalpindi",53407816,2022-05-06,7,Residential House
REG-919279,A.Bukhari,Fatima Khattak,"House 213, Street 17, Gulgasht, Multan",177536600,2024-11-28,20,Commercial Plaza
REG-707990,A.Bukhari,Usman Bukhari,"House 235, Street 37, Gulgasht, Multan",601507360,2021-06-24,80,Apartment
REG-552421,S. Gill,Zubair Shirazi,"House 124, Street 30, Gulshan-e-Iqbal, Karachi",42219755,2024-03-12,5,Residential House
REG-808445,S. Gill,Salman Gill,"House 34, Street 15, North Nazimabad, Karachi",233900480,2023-08-19,40,Commercial Plaza
REG-173456,Mehwish Sial,Ibrahim Sial,"House 111, Street 35, Clifton Block 2, Karachi",91989080,2024-03-19,40,Farmhouse
REG-832076,Ayesha Mughal,Javeria Mughal,"House 243, Street 23, Cantt, Multan",275681160,2022-01-14,40,Commercial Plaza
REG-234362,Ayesha Mughal,Imran Joiya,"House 358, Street 27, Cantt, Multan",24910893,2022-03-08,7,Farmhouse
REG-436769,O.Bhatti,Waqas Bhatti,"House 347, Street 23, Bahria Phase 4, Rawalpindi",32119525,2024-01-17,5,Residential Plot
REG-566453,O.Bhatti,Hassan Mirza,"House 230, Street 9, Westridge, Rawalpindi",26901540,2025-02-05,5,Apartment
REG-201515,حسن Siddiqui,Usman Siddiqui,"House 298, Street 17, E-11/2, Islamabad",36640730,2025-11-27,7,Apartment
REG-297979,Z. Wazir,Sufyan Gilani,"House 183, Street 19, DHA Phase 6, Karachi",11605955,2021-03-11,5,Residential House
REG-464781,Z. Wazir,Zafar Wazir,"House 189, Street 36, North Nazimabad, Karachi",118637520,2023-02-19,20,Apartment
REG-206766,Hina Rizvi,Rauf Khokhar,"House 270, Street 31, DHA Phase 5, Lahore",586027760,2021-07-13,80,Residential Plot
REG-217330,Hina Rizvi,Farhan Rizvi,"House 253, Street 25, Model Town, Lahore",36266620,2024-07-14,20,Apartment
REG-782451,H. Mehsud,Saba Mehsud,"House 85, Street 12, D Ground, Faisalabad",273079360,2023-11-21,80,Residential House
REG-537688,Chaudhary Nasir Gondal,Naveed Gondal,"House 174, Street 17, Gulgasht, Multan",30014490,2025-02-19,5,Farmhouse
REG-980541,R.Baig,Obaid Wazir,"House 32, Street 4, DHA Phase 6, Karachi",19196380,2025-01-14,10,Apartment
REG-402011,M.Chaudhry,Bushra Chaudhry,"House 398, Street 15, B-17, Islamabad",142205680,2022-10-03,20,Commercial Plaza
REG-621300,M.Chaudhry,Bushra Chaudhry,"House 295, Street 17, F-8/3, Islamabad",24053415,2025-02-04,5,Farmhouse
REG-689122,U.Kazmi,Fahad Kazmi,"House 279, Street 18, I-8/4, Islamabad",34489112,2022-01-08,7,Residential House
REG-535953,Khadija ملک,Qasim Bhatti,"House 344, Street 40, Model Town, Lahore",285067320,2022-07-17,40,Apartment
REG-364948,Khadija ملک,Junaid Janjua,"House 17, Street 39, Johar Town, Lahore",293021800,2023-11-24,40,Commercial Plaza
REG-265139,Ehsan Tareen,Sufyan Saddozai,"House 250, Street 5, D Ground, Faisalabad",162555160,2025-10-08,20,Commercial Plaza
REG-651546,A.Bukhari,Ehsan Bukhari,"House 82, Street 21, Madina Town, Faisalabad",9366225,2022-03-16,5,Apartment
REG-190078,U.Sandhu,Mahnoor Sandhu,"House 229, Street 9, Cantt, Multan",177680080,2025-07-18,40,Residential Plot
REG-654772,U.Sandhu,Lubna Wazir,"House 116, Street 16, Cantt, Multan",24319670,2021-03-02,5,Residential Plot
REG-969041,F.Kayani,Javeria Kayani,"House 208, Street 15, Madina Town, Faisalabad",62251364,2022-09-15,7,Residential House
REG-483336,F.Kayani,Javeria Kayani,"House 54, Street 31, D Ground, Faisalabad",368467600,2024-11-10,80,Apartment
REG-380662,Sadia Abbasi,Babar Abbasi,"House 181, Street 35, Hayatabad Phase 3, Peshawar",484760080,2024-02-15,80,Residential Plot
REG-261615,Mian Mansoor Durrani,Ahmed Sial,"House 164, Street 8, Gulberg III, Lahore",54701381,2026-02-26,7,Farmhouse
REG-465744,Mian Mansoor Durrani,Khadija Durrani,"House 360, Street 9, Gulberg III, Lahore",26850730,2024-09-09,5,Farmhouse
REG-404428,U. Khan,Ayesha Khan,"House 345, Street 12, D Ground, Faisalabad",35658460,2024-03-08,10,Residential House
REG-745794,Z.Malik,Amna Malik,"House 359, Street 32, Hayatabad Phase 3, Peshawar",50520000,2024-03-05,20,Commercial Plaza
REG-887636,Z.Malik,Khadija Orakzai,"House 104, Street 3, Gulbahar, Peshawar",16139160,2021-11-08,5,Residential Plot
REG-489677,I.Khokhar,Rabia Khokhar,"House 380, Street 22, F-8/3, Islamabad",164900560,2023-06-12,80,Residential Plot
REG-570717,I.Khokhar,Hussain Siddiqui,"House 237, Street 13, E-11/2, Islamabad",32717495,2022-06-09,5,Apartment
REG-617040,Sardar Tooba Shirazi,Arsalan Afridi,"House 180, Street 35, Chaklala Scheme 3, Rawalpindi",76961200,2024-03-01,40,Residential Plot
REG-306224,Mian Tooba Shirazi,Shoaib Shirazi,"House 263, Street 21, Chaklala Scheme 3, Rawalpindi",144558400,2021-02-08,80,Residential House
REG-981967,R.Khattak,Noor Khattak,"House 164, Street 9, Shah Rukn-e-Alam, Multan",11884945,2025-08-03,5,Residential House
REG-567821,Haji Adnan Warraich,Tariq Hashmi,"House 65, Street 25, Westridge, Rawalpindi",34294980,2025-05-20,10,Residential Plot
REG-732638,Sardar Adnan Warraich,Laiba Warraich,"House 318, Street 13, Satellite Town, Rawalpindi",21063714,2021-10-12,7,Residential House
REG-427123,Syed Waseem Mirza,Zubair Bangash,"House 96, Street 8, F-8/3, Islamabad",26046170,2025-09-16,5,Apartment
REG-419896,T. Awan,Atif Awan,"House 120, Street 32, Johar Town, Lahore",201586360,2024-01-14,40,Commercial Plaza
REG-429000,J. Niazi,Khadija Niazi,"House 347, Street 9, Westridge, Rawalpindi",509915280,2021-10-11,80,Apartment
REG-246074,J. Niazi,Khadija Niazi,"House 328, Street 12, Bahria Phase 4, Rawalpindi",32506410,2023-07-28,5,Residential Plot
REG-929941,Naveed Joiya,Arsalan Rizvi,"House 118, Street 26, D Ground, Faisalabad",44581565,2021-12-29,7,Commercial Plaza
REG-176267,Mian Kinza Yousafzai,Mubashir Yousafzai,"House 149, Street 31, Westridge, Rawalpindi",37473850,2024-10-26,10,Apartment
REG-841342,Sardar Kinza Yousafzai,Mubashir Yousafzai,"House 147, Street 24, Chaklala Scheme 3, Rawalpindi",30962010,2022-03-05,5,Residential House
REG-292753,Tooba Tarar,Imran Tarar,"House 239, Street 1, Wapda Town, Lahore",143119040,2025-06-20,40,Residential Plot
REG-990106,B. Kazmi,Saad Kazmi,"House 333, Street 10, Madina Town, Faisalabad",40851300,2025-02-13,5,Apartment
REG-688844,B. Kazmi,Saad Kazmi,"House 388, Street 1, Peoples Colony, Faisalabad",689941120,2022-10-13,80,Residential House
REG-246790,B.Qureshi,Bushra Qureshi,"House 33, Street 33, Cantt, Multan",148988840,2023-09-13,20,Apartment
REG-531628,Mubashir Kazmi,Pervez Cheema,"House 246, Street 29, Westridge, Rawalpindi",148996320,2021-12-22,40,Commercial Plaza
REG-712284,Mubashir Kazmi,Tariq Kazmi,"House 73, Street 11, Westridge, Rawalpindi",60521111,2024-12-21,7,Apartment
REG-410459,Kamran Warraich,Asad Yousafzai,"House 74, Street 18, I-8/4, Islamabad",13609315,2023-10-18,5,Residential Plot
REG-173437,F. Kayani,Farah Kayani,"House 293, Street 12, Johar Town, Lahore",58696560,2023-03-23,20,Residential Plot
