meter_ref_no,consumer_name,installation_address,avg_monthly_bill_pkr,connection_type
MTR-41073641,Sajid Yousafzai,"House 21, Street 5, D Ground, Faisalabad",45888,Domestic
MTR-67098583,M. Gill,H#9 St-7 DGround Faisalabad,56503,Domestic
MTR-77833145,Mian Waseem Warraich,"House No. 151, Gali 2, I-8/4, Islamabad",11951,Domestic
MTR-36872969,Kamran Khokhar,"House 185, Street 28, Model Town, Lahore",17860,Domestic
MTR-72953892,M.Afridi,مکان 299 گلی 11 Gulberg III لاہور,5448,Domestic
MTR-46479642,S. Niazi,H#14 St-14 PeoplesColony Faisalabad,241327,Commercial
MTR-28694659,K. Durrani,H#139 St-19 Cantt Multan,49969,Domestic
MTR-80045812,Amna خان,"387-16 Model Town, Lahore",20014,Domestic
MTR-83746100,Jawad Mehsud,"House 298, Street 13, Gulshan-e-Iqbal, Karachi",39136,Domestic
MTR-36477526,Syed Sufyan Hashmi,"House No. 218, Gali 7, Shah Rukn-e-Alam, Multan",288781,Commercial
MTR-66997388,A. Sheikh,H#371 St-35 G-10/2 Islamabad,35939,Commercial
MTR-29869459,Sardar Atif Raja,"House No. 118, Gali 28, I-8/4, Islamabad",232627,Commercial
MTR-13899131,Rana Mustafa Zaidi,"House No. 234, Gali 7, G-13/1, Islamabad",170021,Commercial
MTR-32676830,Mubashir Awan,"28-27 Model Town, Lahore",14803,Domestic
MTR-13689609,H.Janjua,مکان 37 گلی 24 Gulbahar Peshawar,323705,Domestic
MTR-17727432,Talha Baig,"House 258, Street 28, F-8/3, Islamabad",16014,Commercial
MTR-61079576,J.Mirza,مکان 50 گلی 19 Cantt Multan,145776,Domestic
MTR-68271157,Saqib چوہدری,"379-38 Gulberg III, Lahore",15703,Domestic
MTR-56875253,M. Awan,H#25 St-24 BahriaPhase4 Rawalpindi,10060,Domestic
MTR-48369797,Uzma Ansari,"265-25 Johar Town, Lahore",317890,Domestic
MTR-79617564,Obaid Mehsud,"House 65, Street 14, Gulberg III, Lahore",37301,Commercial
MTR-61409356,M. Joiya,H#89 St-17 CliftonBlock2 Karachi,30684,Commercial
MTR-54562182,B.Durrani,مکان 183 گلی 16 Gulbahar Peshawar,6614,Domestic
MTR-69045366,Chaudhary Waseem Wazir,"House No. 327, Gali 24, D Ground, Faisalabad",52634,Commercial
MTR-82296409,Chaudhary Babar Orakzai,"House No. 207, Gali 24, Westridge, Rawalpindi",315422,Commercial
MTR-61789312,Y. Sandhu,H#208 St-38 BahriaPhase4 Rawalpindi,6946,Domestic
MTR-37896610,Mansoor Sial,"House 342, Street 15, Shah Rukn-e-Alam, Multan",13241,Domestic
MTR-55868732,Syed Sadia Cheema,"House No. 79, Gali 19, Cantt, Multan",17559,Domestic
MTR-42846543,E.Rajput,مکان 329 گلی 30 F-8/3 اسلام آباد,21663,Domestic
MTR-58308022,O.Zaidi,مکان 384 گلی 28 Wapda Town لاہور,10139,Commercial
MTR-29570130,R.Rizvi,مکان 290 گلی 31 Chaklala Scheme 3 راولپنڈی,35109,Domestic
MTR-56564503,G.Kazmi,مکان 202 گلی 33 G-10/2 اسلام آباد,25850,Commercial
MTR-10084376,Syed Noman Rajput,"House No. 31, Gali 31, Westridge, Rawalpindi",350996,Commercial
MTR-34592234,Z. Zaidi,H#285 St-9 Cantt Multan,44554,Domestic
MTR-72769239,I.Warraich,مکان 304 گلی 20 Hayatabad Phase 3 Peshawar,447024,Commercial
MTR-82101739,Khadija Afridi,"House 360, Street 19, Westridge, Rawalpindi",397342,Domestic
MTR-42445606,K. Bukhari,H#6 St-14 ShahRukn-e-Alam Multan,15252,Domestic
MTR-56434012,Farah Siddiqui,"360-25 Westridge, Rawalpindi",304533,Domestic
MTR-28978161,Malik Obaid Mehsud,"House No. 112, Gali 22, Peoples Colony, Faisalabad",22081,Commercial
MTR-83563620,Asad Mughal,"15-8 Wapda Town, Lahore",284556,Domestic
MTR-54068765,Umar Gondal,"140-14 Chaklala Scheme 3, Rawalpindi",4826,Domestic
MTR-42019889,A. Shirazi,H#38 St-17 SatelliteTown Rawalpindi,24488,Domestic
MTR-28807383,Khadija Khattak,"House 340, Street 6, Gulgasht, Multan",10394,Domestic
MTR-18143738,Hussain Abbasi,"House 214, Street 27, D Ground, Faisalabad",12368,Domestic
MTR-87680418,L.Butt,مکان 74 گلی 8 Chaklala Scheme 3 راولپنڈی,5102,Domestic
MTR-84664988,Sadia Kayani,"108-21 Satellite Town, Rawalpindi",169524,Domestic
MTR-86263887,Anas Siddiqui,"362-7 Bahria Phase 4, Rawalpindi",41666,Domestic
MTR-93447460,F.Khan,مکان 149 گلی 6 Satellite Town راولپنڈی,14402,Commercial
MTR-31791690,H. Gilani,H#128 St-10 JoharTown Lahore,55619,Commercial
MTR-60046989,T. Cheema,H#27 St-27 ChaklalaScheme3 Rawalpindi,21630,Commercial
MTR-89649053,Farhan Cheema,"90-32 Chaklala Scheme 3, Rawalpindi",436426,Commercial
MTR-14135673,Sardar Noor Chaudhry,"House No. 299, Gali 35, Shah Rukn-e-Alam, Multan",337381,Commercial
MTR-98341350,Q. Virk,H#260 St-37 MadinaTown Faisalabad,37478,Domestic
MTR-56807205,R.Joiya,مکان 107 گلی 24 Model Town لاہور,15566,Domestic
MTR-68170488,Sardar Taimoor Afridi,"House No. 234, Gali 10, Cantt, Multan",58561,Domestic
MTR-42267378,حسن Kayani,"244-2 Clifton Block 2, Karachi",14471,Domestic
MTR-31576111,Shoaib Khan,"House 261, Street 27, University Town, Peshawar",252795,Domestic
MTR-66628217,Muhammad Khan,"House 210, Street 35, Shah Rukn-e-Alam, Multan",289007,Commercial
MTR-74821223,Rana Rashid Khan,"House No. 87, Gali 13, North Nazimabad, Karachi",16405,Domestic
MTR-39850201,Waqas Awan,"283-10 Bahria Phase 4, Rawalpindi",56990,Domestic
MTR-82740367,Yousuf Bhatti,"270-13 Hayatabad Phase 3, Peshawar",15576,Commercial
MTR-29709785,H. Durrani,H#138 St-29 Gulbahar Peshawar,9022,Domestic
MTR-58091991,L. Siddiqui,H#342 St-2 ChaklalaScheme3 Rawalpindi,8653,Domestic
MTR-62792668,Rana Uzma Naqvi,"House No. 4, Gali 28, Peoples Colony, Faisalabad",234781,Commercial
MTR-88207470,Nimra Mirza,"House 169, Street 16, Gulbahar, Peshawar",13676,Commercial
MTR-60038836,Anas Zaidi,"13-15 Gulgasht, Multan",27949,Domestic
MTR-96303471,B. Yousafzai,H#228 St-17 Gulgasht Multan,7187,Commercial
MTR-31467670,Atif Gill,"304-37 Gulshan-e-Iqbal, Karachi",364211,Domestic
MTR-34475296,M.Tarar,مکان 291 گلی 4 Madina Town Faisalabad,159859,Commercial
MTR-59799783,Rana Ahmed Virk,"House No. 25, Gali 25, B-17, Islamabad",55383,Domestic
MTR-31991325,Jawad Joiya,"205-21 G-10/2, Islamabad",5042,Commercial
MTR-71941914,B.Zaidi,مکان 301 گلی 36 I-8/4 اسلام آباد,246244,Commercial
MTR-10848327,Chaudhary Umar Rajput,"House No. 316, Gali 40, Shah Rukn-e-Alam, Multan",50524,Domestic
MTR-67498730,A. Ansari,H#273 St-19 DHAPhase5 Lahore,49045,Domestic
MTR-68389237,فاطمہ خان,"141-6 Hayatabad Phase 3, Peshawar",356323,Commercial
MTR-30776087,Mansoor Shirazi,"House 274, Street 22, I-8/4, Islamabad",7373,Commercial
MTR-68657899,Haji Saad Hashmi,"House No. 8, Gali 11, Madina Town, Faisalabad",57595,Domestic
MTR-67314744,S.Wazir,مکان 346 گلی 39 Chaklala Scheme 3 راولپنڈی,9649,Domestic
MTR-61441776,T.Rizvi,مکان 269 گلی 25 Hayatabad Phase 3 Peshawar,7208,Commercial
MTR-36989726,Laiba Sial,"354-40 DHA Phase 6, Karachi",16093,Domestic
MTR-19315131,Waqas Shirazi,"House 14, Street 20, Bahria Phase 4, Rawalpindi",12653,Commercial
MTR-99771888,Mansoor Gondal,"House 385, Street 3, Chaklala Scheme 3, Rawalpindi",21496,Domestic
MTR-47539301,M.Rizvi,مکان 4 گلی 12 University Town Peshawar,276687,Domestic
MTR-53968623,Amna Janjua,"109-24 Cantt, Multan",343167,Domestic
MTR-14604262,E.Virk,مکان 347 گلی 18 Gulgasht Multan,24080,Domestic
MTR-92609493,محمد Durrani,"117-1 DHA Phase 6, Karachi",340983,Domestic
MTR-43484201,Z. Afridi,H#274 St-5 NorthNazimabad Karachi,372489,Domestic
MTR-95110157,Y.Joiya,مکان 61 گلی 40 B-17 اسلام آباد,313553,Domestic
MTR-70428078,Tariq Wazir,"House 220, Street 27, North Nazimabad, Karachi",41081,Domestic
MTR-14902026,U.Tareen,مکان 65 گلی 2 Clifton Block 2 کراچی,381445,Commercial
MTR-33210247,Obaid Wazir,"320-4 B-17, Islamabad",433979,Commercial
MTR-20025809,Haji Haris Mehsud,"House No. 277, Gali 23, Clifton Block 2, Karachi",28495,Commercial
MTR-56860958,Uzma Kazmi,"113-32 Model Town, Lahore",165738,Domestic
MTR-55579349,U. Malik,H#233 St-22 Cantt Multan,346399,Domestic
MTR-61127002,R.Kayani,مکان 307 گلی 33 Gulshan-e-Iqbal کراچی,15907,Domestic
MTR-82859630,Chaudhary Madiha Kayani,"House No. 338, Gali 36, E-11/2, Islamabad",297435,Domestic
MTR-92810437,N.Naqvi,مکان 49 گلی 7 Satellite Town راولپنڈی,16230,Commercial
MTR-32722348,M. Mirza,H#228 St-15 Westridge Rawalpindi,19910,Commercial
MTR-64213564,Nadeem Naqvi,"House 302, Street 28, Gulshan-e-Iqbal, Karachi",59788,Commercial
MTR-63685402,H.Malik,مکان 321 گلی 9 Model Town لاہور,34492,Domestic
MTR-31517117,M.Judge,مکان 12 گلی 4 F-8/3 اسلام آباد,423979,Domestic
MTR-54155289,A. Ahmed,H#12 St-4 F-8/3 Islamabad,330970,Domestic
MTR-33245964,syed haseeb,"House 12, Street 4, F-8/3, Islamabad",300882,Domestic
MTR-25202240,Sardar sajid Ahmed,"House No. 12, Gali 4, F-8/3, Islamabad",183066,Domestic
MTR-95241030,P.Mirza,مکان 80 گلی 13 North Nazimabad کراچی,236404,Domestic
MTR-62179394,Malik Iqra Dar,"House No. 161, Gali 16, Gulgasht, Multan",395105,Domestic
MTR-28735879,R. Sandhu,H#225 St-35 JoharTown Lahore,379945,Domestic
MTR-58680611,Fahad قریشی,"60-7 Chaklala Scheme 3, Rawalpindi",374047,Domestic
MTR-29207678,Haris Gill,"342-7 Bahria Phase 4, Rawalpindi",404941,Domestic
MTR-53708627,Rana Farhan Bukhari,"House No. 292, Gali 40, Gulshan-e-Iqbal, Karachi",231746,Commercial
MTR-35360115,S. Warraich,H#277 St-32 WapdaTown Lahore,279433,Commercial
MTR-24902592,Zara Yousafzai,"House 333, Street 6, Shah Rukn-e-Alam, Multan",266619,Commercial
MTR-73525961,Mian Nadia Naqvi,"House No. 88, Gali 12, DHA Phase 6, Karachi",195945,Domestic
MTR-24640811,Kamran قریشی,"366-6 University Town, Peshawar",371612,Domestic
MTR-72549420,Sana Gondal,"House 40, Street 19, Bahria Phase 4, Rawalpindi",289536,Commercial
MTR-52555192,N.Janjua,مکان 192 گلی 15 Clifton Block 2 کراچی,432175,Domestic
MTR-82404360,Chaudhary Sajid Abbasi,"House No. 1, Gali 40, Model Town, Lahore",281114,Commercial
MTR-68251208,R.Naqvi,مکان 260 گلی 36 D Ground Faisalabad,327761,Commercial
MTR-93365747,Malik Tooba Qureshi,"House No. 301, Gali 16, D Ground, Faisalabad",184948,Domestic
MTR-22948726,Irfan Kayani,"8-22 Cantt, Multan",376533,Domestic
MTR-13001059,Rana Pervez Yousafzai,"House No. 69, Gali 31, Bahria Phase 4, Rawalpindi",242318,Domestic
MTR-74398081,Nimra Durrani,"House 192, Street 25, Shah Rukn-e-Alam, Multan",163251,Domestic
MTR-60571990,Zara Naqvi,"154-18 Westridge, Rawalpindi",334163,Domestic
MTR-14234114,Mian Fahad Janjua,"House No. 170, Gali 6, Johar Town, Lahore",162835,Commercial
MTR-80166547,B. Tarar,H#185 St-35 PeoplesColony Faisalabad,422186,Commercial
MTR-41743505,K. Warraich,H#296 St-18 DHAPhase6 Karachi,317453,Commercial
MTR-82956249,K.Shirazi,مکان 338 گلی 20 DHA Phase 5 لاہور,242719,Domestic
MTR-79381610,Hafsa Siddiqui,"House 172, Street 28, Hayatabad Phase 3, Peshawar",381633,Domestic
MTR-80523298,F. Niazi,H#272 St-16 F-8/3 Islamabad,362783,Domestic
MTR-57668480,A.Naqvi,مکان 235 گلی 6 Gulshan-e-Iqbal کراچی,415759,Commercial
MTR-38329659,Nasir Yousafzai,"House 175, Street 12, Bahria Phase 4, Rawalpindi",382662,Commercial
MTR-35996109,Syed Mustafa Sial,"House No. 250, Gali 21, Gulbahar, Peshawar",151039,Domestic
MTR-28509590,L.Malik,مکان 54 گلی 5 Gulberg III لاہور,212530,Commercial
MTR-98368009,Rana Asad Orakzai,"House No. 121, Gali 1, Gulshan-e-Iqbal, Karachi",179231,Commercial
MTR-42876606,Syed Tariq Cheema,"House No. 24, Gali 38, E-11/2, Islamabad",228360,Commercial
MTR-61054388,Y.Tareen,مکان 184 گلی 29 Peoples Colony Faisalabad,224709,Commercial
MTR-95124014,K. Mughal,H#70 St-26 PeoplesColony Faisalabad,357900,Domestic
MTR-21347806,Sardar Atif Chaudhry,"House No. 102, Gali 38, DHA Phase 5, Lahore",153705,Domestic
MTR-96874332,Chaudhary Arsalan Yousafzai,"House No. 163, Gali 32, F-8/3, Islamabad",186735,Commercial
MTR-53638545,Mian Luqman Khokhar,"House No. 397, Gali 20, Gulshan-e-Iqbal, Karachi",362302,Domestic
MTR-26393418,Mian Usman Mughal,"House No. 12, Gali 16, Shah Rukn-e-Alam, Multan",241026,Domestic
MTR-30612102,Mustafa Mughal,"265-26 Johar Town, Lahore",295861,Domestic
MTR-23838161,فاطمہ ملک,"77-39 Westridge, Rawalpindi",159339,Domestic
MTR-20495759,T. Rajput,H#46 St-5 MadinaTown Faisalabad,231060,Commercial
MTR-82637520,Sana Siddiqui,"House 236, Street 21, Gulgasht, Multan",356560,Domestic
MTR-31069335,Zainab Raja,"House 238, Street 10, Gulshan-e-Iqbal, Karachi",347579,Commercial
MTR-54308237,Haji Noor Awan,"House No. 327, Gali 30, DHA Phase 5, Lahore",422751,Domestic
MTR-42013184,Fahad Yousafzai,"House 127, Street 16, Gulgasht, Multan",329050,Domestic
MTR-85511295,J.Wazir,مکان 188 گلی 23 North Nazimabad کراچی,417073,Commercial
MTR-20407575,Chaudhary Laiba Gill,"House No. 320, Gali 10, Madina Town, Faisalabad",296806,Domestic
MTR-42903669,بلال بٹ,"171-32 Chaklala Scheme 3, Rawalpindi",279227,Domestic
MTR-81201768,Zubair Saddozai,"369-21 University Town, Peshawar",429078,Domestic
MTR-51366411,J. Chaudhry,H#16 St-22 ChaklalaScheme3 Rawalpindi,190276,Commercial
MTR-32237059,K. Mehsud,H#350 St-3 WapdaTown Lahore,438194,Domestic
MTR-57395423,U. Shirazi,H#307 St-8 Cantt Multan,273642,Domestic
MTR-55083617,I.Khattak,مکان 317 گلی 3 E-11/2 اسلام آباد,186754,Domestic
MTR-77718949,Irfan Janjua,"House 304, Street 38, Shah Rukn-e-Alam, Multan",394768,Commercial
MTR-34855462,Salman Hashmi,"House 382, Street 24, G-13/1, Islamabad",373983,Domestic
MTR-65977730,Ibrahim Mehsud,"196-39 F-8/3, Islamabad",330185,Domestic
MTR-74762262,Fahad Warraich,"House 264, Street 30, Wapda Town, Lahore",218751,Domestic
MTR-63704653,Kinza Sandhu,"House 47, Street 26, Gulgasht, Multan",346001,Commercial
MTR-12788450,A.Durrani,مکان 378 گلی 21 Gulbahar Peshawar,264259,Domestic
MTR-12365399,S. Chaudhry,H#243 St-8 ModelTown Lahore,217671,Domestic
MTR-66714427,Mustafa Dar,"House 342, Street 31, DHA Phase 5, Lahore",394682,Commercial
MTR-66632773,Nasir Niazi,"House 286, Street 4, Bahria Phase 4, Rawalpindi",230275,Domestic
MTR-28132677,L.Sandhu,مکان 363 گلی 29 Chaklala Scheme 3 راولپنڈی,258500,Domestic
MTR-10700915,Adnan بٹ,"377-18 Shah Rukn-e-Alam, Multan",433118,Commercial
MTR-32323190,I. Cheema,H#171 St-34 HayatabadPhase3 Peshawar,291710,Commercial
MTR-54429967,Shahzad Wazir,"233-25 Peoples Colony, Faisalabad",412364,Domestic
MTR-56110569,Haji Mansoor Awan,"House No. 256, Gali 23, DHA Phase 5, Lahore",204626,Commercial
MTR-57926836,Mahnoor Hashmi,"House 27, Street 10, F-8/3, Islamabad",449325,Domestic
MTR-86131388,Sardar Rashid Cheema,"House No. 101, Gali 10, Westridge, Rawalpindi",250104,Commercial
MTR-66892921,Chaudhary Imran Bukhari,"House No. 7, Gali 8, Cantt, Multan",337071,Domestic
MTR-98313607,Madiha Cheema,"295-39 Hayatabad Phase 3, Peshawar",386437,Domestic
MTR-78598072,حسین Awan,"150-10 North Nazimabad, Karachi",394350,Domestic
MTR-12403475,Sufyan Lodhi,"49-38 Gulgasht, Multan",188290,Domestic
MTR-81695955,H. Virk,H#127 St-5 G-13/1 Islamabad,402679,Domestic
MTR-88821572,Malik Iqra Afridi,"House No. 374, Gali 16, G-10/2, Islamabad",355421,Commercial
MTR-72010237,Nadeem Yousafzai,"27-25 Satellite Town, Rawalpindi",156320,Domestic
MTR-21515727,Malik Pervez Tarar,"House No. 25, Gali 12, Chaklala Scheme 3, Rawalpindi",181185,Domestic
MTR-99259810,Mian Tariq Sandhu,"House No. 108, Gali 38, Chaklala Scheme 3, Rawalpindi",347494,Domestic
MTR-85556782,A. Bukhari,H#99 St-29 Cantt Multan,421766,Domestic
MTR-87571571,Mehwish Sial,"House 28, Street 14, DHA Phase 6, Karachi",212584,Commercial
MTR-73823244,A. Mughal,H#182 St-37 ShahRukn-e-Alam Multan,268353,Domestic
MTR-21973870,Hassan Siddiqui,"House 39, Street 17, I-8/4, Islamabad",151763,Commercial
MTR-56918137,Zeeshan Wazir,"House 165, Street 31, Gulshan-e-Iqbal, Karachi",150920,Domestic
MTR-10128514,H.Rizvi,مکان 130 گلی 24 Model Town لاہور,423701,Domestic
MTR-20106375,Nasir Gondal,"80-20 Gulgasht, Multan",269157,Domestic
MTR-28061096,Rana Rauf Baig,"House No. 149, Gali 19, North Nazimabad, Karachi",227755,Domestic
MTR-82206766,Haji Mansoor Chaudhry,"House No. 279, Gali 14, I-8/4, Islamabad",388417,Domestic
MTR-57347143,Uzma Kazmi,"105-21 F-8/3, Islamabad",447596,Domestic
MTR-46228261,Syed Khadija Malik,"House No. 185, Gali 22, Wapda Town, Lahore",365918,Domestic
MTR-74965722,Ehsan Tareen,"241-7 D Ground, Faisalabad",280497,Domestic
MTR-71510665,Rana Atif Bukhari,"House No. 56, Gali 3, D Ground, Faisalabad",364763,Commercial
MTR-73146458,U. Sandhu,H#233 St-25 Gulgasht Multan,279137,Domestic
MTR-61153417,Faisal Kayani,"324-38 Madina Town, Faisalabad",223204,Domestic
MTR-91137859,Chaudhary Sadia Abbasi,"House No. 43, Gali 7, Gulbahar, Peshawar",373175,Commercial
MTR-78222130,M.Durrani,مکان 320 گلی 26 Gulberg III لاہور,329380,Domestic
MTR-68905925,Uzma خان,"18-18 Madina Town, Faisalabad",376622,Domestic
MTR-71737523,Haji Zara Malik,"House No. 242, Gali 39, Gulbahar, Peshawar",441640,Domestic
MTR-69792251,Iqra Khokhar,"47-12 G-10/2, Islamabad",189531,Domestic
MTR-47367093,T. Shirazi,H#189 St-24 BahriaPhase4 Rawalpindi,213008,Domestic
MTR-93304990,Malik Rashid Khattak,"House No. 222, Gali 8, Cantt, Multan",286529,Domestic
MTR-96844990,A. Warraich,H#140 St-1 ChaklalaScheme3 Rawalpindi,354814,Domestic
MTR-48830735,Waseem Mirza,"House 172, Street 30, G-13/1, Islamabad",350899,Commercial
MTR-12972445,T.Awan,مکان 16 گلی 14 DHA Phase 5 لاہور,260371,Domestic
MTR-85303697,Junaid Niazi,"133-24 Satellite Town, Rawalpindi",191101,Domestic
MTR-48612298,K.Yousafzai,مکان 166 گلی 11 Bahria Phase 4 راولپنڈی,388407,Domestic
MTR-97302969,T.Tarar,مکان 234 گلی 18 Johar Town لاہور,393596,Commercial
MTR-59305473,Bushra Kazmi,"House 265, Street 8, D Ground, Faisalabad",428779,Domestic
MTR-50531596,Mian Bilal Qureshi,"House No. 391, Gali 34, Shah Rukn-e-Alam, Multan",162442,Commercial
MTR-86785590,Rana Mubashir Kazmi,"House No. 262, Gali 13, Westridge, Rawalpindi",339580,Domestic
MTR-78136249,K. Warraich,H#379 St-38 B-17 Islamabad,347243,Commercial
MTR-11464643,Fatima Kayani,"House 7, Street 7, DHA Phase 5, Lahore",210051,Commercial
MTR-79319406,Mansoor Naqvi,"House 102, Street 32, Westridge, Rawalpindi",299300,Domestic
MTR-28012180,B. Siddiqui,H#97 St-12 Cantt Multan,346507,Domestic
MTR-59073792,Chaudhary Fatima Mehsud,"House No. 34, Gali 37, D Ground, Faisalabad",193591,Domestic
MTR-95688775,Z. Zaidi,H#170 St-13 WapdaTown Lahore,395013,Commercial
MTR-77522627,I. Shirazi,H#331 St-13 PeoplesColony Faisalabad,385046,Commercial
MTR-84334941,N.Joiya,مکان 56 گلی 18 University Town Peshawar,358398,Commercial
MTR-50663428,Saad Tarar,"House 253, Street 26, DHA Phase 5, Lahore",440617,Commercial
MTR-84252456,احمد Sandhu,"204-14 Peoples Colony, Faisalabad",229252,Commercial
MTR-53075025,Laiba Virk,"House 381, Street 14, Hayatabad Phase 3, Peshawar",291396,Domestic
MTR-44637708,N.Kazmi,مکان 267 گلی 7 Peoples Colony Faisalabad,221780,Commercial
MTR-83099523,F. Bangash,H#251 St-8 UniversityTown Peshawar,321984,Domestic
MTR-94095570,K. Butt,H#244 St-17 CliftonBlock2 Karachi,403202,Commercial
MTR-46846693,N.Rizvi,مکان 324 گلی 5 D Ground Faisalabad,278660,Domestic
MTR-96695202,Sardar Tariq Cheema,"House No. 333, Gali 37, Bahria Phase 4, Rawalpindi",415925,Domestic
MTR-21260411,J.Lodhi,مکان 357 گلی 23 E-11/2 اسلام آباد,313257,Commercial
MTR-40755141,R.Khattak,مکان 134 گلی 11 Gulberg III لاہور,444634,Domestic
MTR-89605385,H. Durrani,H#313 St-4 Westridge Rawalpindi,437145,Commercial
MTR-64398526,T. Malik,H#388 St-27 PeoplesColony Faisalabad,193256,Domestic
MTR-57897181,T.Mughal,مکان 393 گلی 40 North Nazimabad کراچی,207347,Domestic
MTR-10084094,Chaudhary Talha Shirazi,"House No. 344, Gali 39, Chaklala Scheme 3, Rawalpindi",332188,Domestic
MTR-82536917,S.Tarar,مکان 111 گلی 1 Cantt Multan,296356,Domestic
MTR-63310963,Q.Malik,مکان 294 گلی 29 Johar Town لاہور,200038,Domestic
MTR-18438949,Sardar Zara Rizvi,"House No. 338, Gali 11, Satellite Town, Rawalpindi",294463,Commercial
MTR-99782032,D. Rizvi,H#1 St-26 WapdaTown Lahore,151164,Domestic
MTR-49918385,Anas Awan,"House 262, Street 22, Gulshan-e-Iqbal, Karachi",321990,Domestic
MTR-37156780,Gul Zaidi,"House 321, Street 34, Shah Rukn-e-Alam, Multan",180319,Commercial
MTR-53423742,D. Sheikh,H#342 St-30 NorthNazimabad Karachi,222716,Domestic
MTR-79570632,Chaudhary Farhan Niazi,"House No. 83, Gali 8, Peoples Colony, Faisalabad",178135,Commercial
MTR-63698157,L. Rajput,H#93 St-13 Cantt Multan,162494,Domestic
MTR-93079951,Gul Bukhari,"House 341, Street 4, Shah Rukn-e-Alam, Multan",257078,Domestic
MTR-23444726,Yasir Awan,"294-15 G-13/1, Islamabad",437472,Domestic
MTR-95630656,W.Bhatti,مکان 202 گلی 25 Peoples Colony Faisalabad,193990,Domestic
MTR-25012735,حسن Ansari,"78-19 F-8/3, Islamabad",358671,Domestic
MTR-85350383,Sardar Mehwish Sandhu,"House No. 148, Gali 4, Clifton Block 2, Karachi",228538,Commercial
MTR-68973527,Haji Gul Bangash,"House No. 4, Gali 12, Gulbahar, Peshawar",252597,Commercial
MTR-97652717,K. Kazmi,H#275 St-24 DHAPhase6 Karachi,225066,Domestic
MTR-43592960,W. Kakar,H#110 St-4 GulbergIII Lahore,290816,Domestic
MTR-97357450,B. Gill,H#114 St-36 Gulgasht Multan,374634,Domestic
MTR-83979232,Zeeshan Sheikh,"House 71, Street 2, Clifton Block 2, Karachi",216465,Domestic
